TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Turdidae_Monticola_solitarius					225301474			12231724													132566474												
Alaudidae_Spizocorys_sclateri								33636927																									
Procellariidae_Pterodroma_nigripennis								3929457																									
Thamnophilidae_Hylophylax_punctulatus								157098318					157098184								157094457	157098452											
Sittidae_Sitta_frontalis								1762595																									
Fringillidae_Chrysomus_thilius					197254319			6048430													6563127												
Psittacidae_Alisterus_amboinensis																					169787634									187765534	194246131	187949910	
Trochilidae_Campylopterus_hyperythrus														164613013							164613177		164613346										
Passeridae_Neochmia_phaeton																					37674984												
Lybiidae_Pogoniulus_chrysoconus								33520985																									
Corvidae_Melampitta_lugubris								38325049										198449179										38324413	38324875				
Mimidae_Toxostoma_redivivum					116832851	33562869		24895113										93211360			93211436												
Estrildidae_Poephila_cincta								45685556						46325869							37674988												
Thamnophilidae_Myrmeciza_longipes								304272735					301323124								301323208	301323032											
Pycnonotidae_Pycnonotus_urostictus					170674763			239508055						264669210							264669280	51572603				149393717					264669105		
Paradisaeidae_Paradisaea_raggiana		160964463		18845759	6469712			841455													168986781							18845907	38324925				
Strigidae_Otus_ireneae						193074712		193074650										193074578			193074498	193082397									193074414		
Maluridae_Malurus_elegans																					294471105								289584000				
Hirundinidae_Tachycineta_albilinea								19697707						62126097							19697729												
Accipitridae_Lophoictinia_isura								67037962													66734858							126212473					
Corvidae_Cyanocorax_cayanus								114214828						114214898							114214858										283464493		
Corvidae_Coracina_mcgregori				125487236																	125487154												
Accipitridae_Spilornis_holospilus					302151501			67037972													66734868												
Ardeidae_Ardeola_bacchus	33309279			62526630	257153781																												
Fringillidae_Fringilla_montifringilla	124108876	193879462	193880074	195963862	51101612	198246291	193879156	76364039		193881010	193881318	193999506	193999850	46325845	154529323		193881763	194020954	193881992	194241042	315488159	198246422		194021279	194205198	315488297	193880374	18845867	38324839	194240728	193878554	193878865	
Corvidae_Corvus_ossifragus					116832121																												
Lybiidae_Lybius_torquatus								33521011																									
Fringillidae_Diglossa_albilatera								194360039													194360105												
Timaliidae_Stachyris_dennistouni	21310020							21309973													220900657	220900385									220900521		
Apodidae_Tachornis_phoenicobia										29422743	29422696																						
Caprimulgidae_Lurocalis_semitorquatus								290466981							290467119					290467255								94483114					
Fringillidae_Icterus_icterus								6062895											297382520		6090652												
Alcedinidae_Ispidina_madagascariensis																		109390295			66774539	62901753											
Rallidae_Fulica_americana					117372219			168805848						56131176							187480096	3978316											
Picidae_Dryocopus_martius	19032350				134269359	190335431		190335574						76008372				76008395			99030728										190335751		
Sturnidae_Acridotheres_grandis					151336282	151336546							149729119					189035395			189035536					189035466				151336766	151335971		
Hirundinidae_Hirundo_dimidiata					298105617	297557191		61189688						62126163							60858304												
Picidae_Celeus_loricatus								94421661						94421608							99030704												
Tyrannidae_Pyrocephalus_rubinus					116877717													165909171								165874054		241994323	241994683				
Fringillidae_Atlapetes_latinuchus													314932697	315021679					313762343		313762354										313762362		
Picidae_Dendropicos_elliotii														85720676				284448186			86278397												
Furnariidae_Furnarius_leucopus								66821948		157672255	188526208		126253900					66821932															
Ramphastidae_Andigena_hypoglauca								7573869																									
Petroicidae_Petroica_goodenovii																					260176894												
Pycnonotidae_Iole_palawanensis														264669223							264669312	264669402									264669175		
Sylviidae_Bradypterus_graueri								324033869																		324034153							
Ramphastidae_Ramphastos_tucanus	33339247					259089867		62547371													62547427												
Fringillidae_Basileuterus_hypoleucus					308224286	308224286		305388157					302703131					302703545	302703344		308224286									302703673			
Anatidae_Anas_platyrhynchos	1103592	193879342	193879990	28190564	209363257	74355952	193879036	5649178	193880576	193880889	193881192	193999394	193999732	194000127	125490316	193881564	193881701	194020839	193881872	194240922	3088833			194021155	194205076		193880250			194240610	193878426	193878763	
Picathartidae_Picathartes_gymnocephalus		193879560	193880166	18845771			193879246	34501150		193881106	193881424	193999596	193999944	194000354	154529331		193881813	194021056	193882088	194241148	74101518	315487833		194021383	194205300	315488257	193880476	18845917	38324949	194240824	193878659	193878950	
Formicariidae_Grallaria_rufula								7715704													7715735												
Furnariidae_Upucerthia_jelskii								21805436					126253948	156186531				21805559				156186559				126256415		21805497					
Dendrocolaptidae_Lepidocolaptes_souleyetii								3420188													3420210												
Timaliidae_Oxylabes_madagascariensis								5712253										324033961								324034109							
Meliphagidae_Myzomela_obscura	45385358							45385611					259018601								45385465												
Indicatoridae_Indicator_maculatus		193879484	193880098				193879178		193880720	193881033	193881344		193999874	194000279		323903215		194020978	193882016	194241068				194021303						194240754	193878580	193878887	
Fringillidae_Pyrrhula_erythaca					224178016			18483310						325551481																			
Dendrocolaptidae_Campylorhamphus_pucherani														295821349							295821330	295821514											
Columbidae_Geotrygon_purpurata								321574877						321575061							321575009												
Fringillidae_Emberiza_calandra					292390054			156072746													156072524												
Trochilidae_Eupetomena_macroura								31281349						269999302							31281455		268320467			268320675							
Psittacidae_Pyrrhura_rupicola								60391171																									
Tyrannidae_Pitangus_sulphuratus					116877583													165909145								165874028		241994295	241994655				
Picidae_Veniliornis_frontalis					60499183			60392037																									
Passeridae_Passer_griseus								18481738																									
Fringillidae_Icterus_bonana						6563046		6062876											297382496		6524469												
Tyrannidae_Phyllomyias_sclateri					197256367																												
Psittacidae_Cyanoramphus_unicolor								6959809																									
Tyrannidae_Euscarthmus_rufomarginatus																												241994121	241994481				
Monarchidae_Hypothymis_azurea				125487276				11139393										125487311			71725736					198449198							
Fringillidae_Saltator_coerulescens					169666779			156072874													156072660												
Picidae_Piculus_flavigula					60499163			60392019																									
Paradisaeidae_Lycocorax_pyrrhopterus								260585171																									
Fringillidae_Tangara_icterocepha								38606650													38606804												
Fregatidae_Fregata_minor	1870723				327494062	34500297		306921149						156617660												156617577							
Estrildidae_Lonchura_bicolor								9972049													9971975												
Sylviidae_Phylloscopus_proregulus	54632193				292389442			111034918										62735857															
Laniidae_Lanius_ludovicianus				18845731	51101632			396729													14581523	14581575				289546261		18845879					
